Sexo;Edad;Nacionalidad;Fecha de alta;Fecha de baja;Situación laboral;Nivel académico;Distrito;Barrio;Número
Mujer;60-69;ESPAÑOLA;07/03/2022;-;-;-;SALAMANCA;FUENTE DEL BERRO;1
Mujer;84-93;ESPAÑOLA;26/11/2012;-;Jubilado/a;200-N NS/NC;SAN BLAS - CANILLEJAS;ARCOS;1
Varón;30-39;BELGA;23/07/2012;-;Estudiando;03-A BUP/Bachillerato;ARGANZUELA;PALOS DE LA FRONTERA;1
Varón;50-59;ESPAÑOLA;20/10/2016;-;Trabajando;105-N Diplomado Universitario;MORATALAZ;MARROQUINA;1
Varón;30-39;ECUATORIANA;13/05/2009;-;Estudiando;01-A Sin Estudios;CHAMBERI;RIOS ROSAS;1
Mujer;26-35;ESPAÑOLA;01/02/2018;-;Estudiando;106-N Licenciado Universitario;PUENTE DE VALLECAS;PALOMERAS SURESTE;1
Varón;79-88;ESPAÑOLA;12/06/2008;-;Jubilado/a;02-A EGB/Graduado Escolar;TETUAN;BERRUGUETE;1
Varón;49-58;ITALIANA;26/03/2010;05/07/2017;Trabajando;200-N NS/NC;CHAMBERI;ALMAGRO;1
Mujer;85-94;ESPAÑOLA;11/03/2015;31/07/2019;Jubilado/a;200-N NS/NC;VILLAVERDE;LOS ROSALES;1
Mujer;21-30;ESPAÑOLA;04/11/2021;-;Estudiando;03-A BUP/Bachillerato;ARGANZUELA;DELICIAS;1
Mujer;29-38;ESPAÑOLA;27/07/2018;-;Trabajando;08-A Licenciado Universitario;CENTRO;UNIVERSIDAD;1
Mujer;>90;ESPAÑOLA;03/11/2010;-;-;200-N NS/NC;ARGANZUELA;ACACIAS;1
Mujer;60-69;ESPAÑOLA;30/11/2022;-;Jubilado/a;08-A Licenciado Universitario;VICALVARO;CASCO H.VICALVARO;1
Varón;40-49;ESPAÑOLA;27/12/2016;-;Trabajando;200-N NS/NC;CENTRO;EMBAJADORES;1
Varón;50-59;ESPAÑOLA;18/08/2021;-;Desempleado/a;04-A FP;CARABANCHEL;SAN ISIDRO;1
Mujer;65-74;ESPAÑOLA;05/09/2011;-;Trabajando;03-A BUP/Bachillerato;LATINA;CAMPAMENTO;1
Mujer;36-45;POLACA;10/09/2020;-;Desempleado/a;08-A Licenciado Universitario;ARGANZUELA;PALOS DE LA FRONTERA;1
Varón;64-73;OTRA;05/04/2019;-;-;-;CIUDAD LINEAL;VENTAS;1
Mujer;71-80;ESPAÑOLA;27/03/2019;-;-;-;VILLAVERDE;LOS ROSALES;1
Mujer;53-62;ESPAÑOLA;09/08/2018;-;Trabajando;08-A Licenciado Universitario;OTROS;OTROS;1
Mujer;43-52;ESPAÑOLA;23/02/2005;-;Estudiando;08-A Licenciado Universitario;SALAMANCA;GUINDALERA;1
Varón;39-48;ESPAÑOLA;10/05/2013;-;Trabajando;03-A BUP/Bachillerato;USERA;ZOFIO;1
Varón;77-86;ESPAÑOLA;25/03/2022;-;-;-;SAN BLAS - CANILLEJAS;AMPOSTA;1
Mujer;45-54;NO IDENTIFICADO;16/04/2007;-;-;08-A Licenciado Universitario;CENTRO;PALACIO;1
Mujer;81-90;ESPAÑOLA;24/04/2017;-;-;200-N NS/NC;CIUDAD LINEAL;PUEBLO NUEVO;1
Mujer;32-41;RUMANA;06/07/2018;30/09/2020;-;-;CIUDAD LINEAL;PUEBLO NUEVO;1
Mujer;35-44;PARAGUAYA;10/07/2020;-;Desempleado/a;03-A BUP/Bachillerato;VILLA DE VALLECAS;CASCO H.VALLECAS;1
Mujer;32-41;ESPAÑOLA;20/09/2011;-;Estudiando;08-A Licenciado Universitario;CENTRO;EMBAJADORES;1
Mujer;48-57;ESPAÑOLA;14/01/2011;-;Trabajando;200-N NS/NC;CIUDAD LINEAL;VENTAS;1
Mujer;37-46;ESPAÑOLA;28/08/2013;-;Desempleado/a;04-A FP;OTROS;OTROS;1
Mujer;66-75;ESPAÑOLA;12/05/2011;-;Trabajando;200-N NS/NC;RETIRO;IBIZA;1
Varón;46-55;ESPAÑOLA;25/09/2014;-;-;03-A BUP/Bachillerato;OTROS;OTROS;1
Mujer;31-40;ESPAÑOLA;22/09/2020;-;Desempleado/a;103-N Ciclo Formativo Grado Medio;LATINA;LAS AGUILAS;1
Mujer;38-47;ESPAÑOLA;03/11/2020;-;Trabajando;106-N Licenciado Universitario;ARGANZUELA;ACACIAS;1
Varón;51-60;ESPAÑOLA;11/04/2019;-;Trabajando;02-A EGB/Graduado Escolar;PUENTE DE VALLECAS;SAN DIEGO;1
Varón;49-58;ESPAÑOLA;09/02/2017;-;-;200-N NS/NC;BARAJAS;TIMON;1
Mujer;40-49;ESPAÑOLA;21/08/2008;-;Desempleado/a;200-N NS/NC;LATINA;PUERTA DEL ANGEL;1
Varón;54-63;ESPAÑOLA;19/03/2019;-;Trabajando;-;CENTRO;PALACIO;1
Mujer;72-81;ESPAÑOLA;05/07/2022;-;Jubilado/a;-;BARAJAS;TIMON;1
Mujer;28-37;ESPAÑOLA;29/11/2013;-;Trabajando;105-N Diplomado Universitario;USERA;SAN FERMIN;1
Mujer;57-66;ESPAÑOLA;01/07/2022;-;Desempleado/a;07-A Diplomado Universitario;CHAMBERI;TRAFALGAR;1
Mujer;72-81;ESPAÑOLA;08/10/2014;-;Jubilado/a;04-A FP;CHAMARTIN;NUEVA ESPAÑA;1
Mujer;70-79;ESPAÑOLA;28/05/2008;-;Jubilado/a;07-A Diplomado Universitario;LATINA;PUERTA DEL ANGEL;1
Varón;32-41;ESPAÑOLA;14/04/2011;-;-;102-N Bachillerato;SALAMANCA;GUINDALERA;1
Mujer;73-82;ESPAÑOLA;12/06/2018;-;Jubilado/a;-;MORATALAZ;VINATEROS;1
Varón;54-63;ESPAÑOLA;09/02/2011;-;Trabajando;05-A COU;ARGANZUELA;ACACIAS;1
Varón;42-51;ESPAÑOLA;21/09/2020;-;Trabajando;03-A BUP/Bachillerato;OTROS;OTROS;1
Mujer;61-70;ESPAÑOLA;21/01/2015;-;Desempleado/a;03-A BUP/Bachillerato;TETUAN;CASTILLEJOS;1
Mujer;52-61;ESPAÑOLA;28/02/2013;-;Trabajando;06-A Módulo Profesional;CHAMBERI;ALMAGRO;1
Mujer;34-43;VENEZOLANA;18/09/2020;-;Trabajando;08-A Licenciado Universitario;FUENCARRAL-EL PARDO;PEÑA GRANDE;1
Mujer;58-67;ESPAÑOLA;29/07/2008;-;Trabajando;07-A Diplomado Universitario;CHAMARTIN;EL VISO;1
Mujer;72-81;ESPAÑOLA;13/12/2022;-;-;-;BARAJAS;ALAMEDA DE OSUNA;1
Mujer;25-34;ESPAÑOLA;06/09/2022;-;Trabajando;07-A Diplomado Universitario;CARABANCHEL;OPAÑEL;1
Mujer;82-91;ESPAÑOLA;08/04/2010;31/01/2020;Jubilado/a;200-N NS/NC;VILLAVERDE;BUTARQUE;1
Mujer;33-42;COLOMBIANA;11/03/2021;-;Estudiando;08-A Licenciado Universitario;CENTRO;UNIVERSIDAD;1
Mujer;>90;ESPAÑOLA;24/12/2009;30/11/2018;-;200-N NS/NC;MORATALAZ;MEDIA LEGUA;1
Mujer;20-29;ESPAÑOLA;25/09/2019;-;Estudiando;101-N ESO Educación Secundaria;LATINA;LAS AGUILAS;1
Mujer;32-41;VENEZOLANA;26/08/2022;-;Trabajando;08-A Licenciado Universitario;ARGANZUELA;CHOPERA;1
Varón;30-39;DOMINICANA;24/04/2019;-;Trabajando;08-A Licenciado Universitario;CARABANCHEL;SAN ISIDRO;1
Varón;39-48;ESPAÑOLA;10/07/2014;-;Trabajando;106-N Licenciado Universitario;OTROS;OTROS;1
Varón;60-69;ESPAÑOLA;15/10/2008;-;Trabajando;02-A EGB/Graduado Escolar;CIUDAD LINEAL;SAN PASCUAL;1
Mujer;78-87;ESPAÑOLA;09/06/2015;-;-;200-N NS/NC;CARABANCHEL;OPAÑEL;1
Mujer;53-62;JAPONESA;13/02/2023;-;Desempleado/a;03-A BUP/Bachillerato;CARABANCHEL;PUERTA BONITA;1
Mujer;42-51;ESPAÑOLA;25/06/2019;-;Trabajando;08-A Licenciado Universitario;RETIRO;ESTRELLA;1
Mujer;27-36;VENEZOLANA;09/06/2022;-;Trabajando;08-A Licenciado Universitario;TETUAN;BELLAS VISTAS;1
Varón;20-29;ESPAÑOLA;07/07/2022;-;Estudiando;-;BARAJAS;TIMON;1
Varón;66-75;ESPAÑOLA;05/06/2013;-;Trabajando;02-A EGB/Graduado Escolar;CARABANCHEL;ABRANTES;1
Varón;56-65;ESPAÑOLA;05/03/2020;-;Trabajando;08-A Licenciado Universitario;SALAMANCA;GOYA;1
Varón;40-49;ESPAÑOLA;08/11/2018;-;Trabajando;106-N Licenciado Universitario;CIUDAD LINEAL;SAN PASCUAL;1
Mujer;82-91;ESPAÑOLA;06/09/2007;-;Jubilado/a;06-A Módulo Profesional;SALAMANCA;GUINDALERA;1
Mujer;27-36;ESPAÑOLA;24/09/2015;-;Estudiando;105-N Diplomado Universitario;RETIRO;ESTRELLA;1
Varón;54-63;ESPAÑOLA;06/05/2011;-;-;200-N NS/NC;CENTRO;EMBAJADORES;1
Varón;51-60;ESPAÑOLA;27/11/2014;-;Trabajando;08-A Licenciado Universitario;CHAMARTIN;NUEVA ESPAÑA;1
Varón;89-98;ESPAÑOLA;14/09/2006;22/03/2023;Jubilado/a;02-A EGB/Graduado Escolar;HORTALEZA;PIOVERA;1
Mujer;41-50;ESPAÑOLA;15/04/2021;-;Otra situación;04-A FP;MORATALAZ;VINATEROS;1
Varón;82-91;ESPAÑOLA;18/04/2007;-;Jubilado/a;08-A Licenciado Universitario;LATINA;ALUCHE;1
Mujer;40-49;COLOMBIANA;22/02/2018;-;Estudiando;08-A Licenciado Universitario;CENTRO;EMBAJADORES;1
Mujer;40-49;POLACA;26/02/2019;-;Desempleado/a;106-N Licenciado Universitario;CENTRO;EMBAJADORES;1
Varón;37-46;ESPAÑOLA;02/01/2020;-;Desempleado/a;-;LATINA;LAS AGUILAS;1
Mujer;62-71;ESPAÑOLA;22/03/2004;-;Trabajando;08-A Licenciado Universitario;CHAMBERI;TRAFALGAR;1
Mujer;52-61;ESPAÑOLA;30/10/2013;-;Trabajando;07-A Diplomado Universitario;CENTRO;UNIVERSIDAD;1
Varón;38-47;ESPAÑOLA;30/12/2022;-;Desempleado/a;104-N Ciclo Formativo Grado Superior;OTROS;OTROS;1
Mujer;75-84;ESPAÑOLA;30/11/2010;-;Jubilado/a;200-N NS/NC;CHAMBERI;VALLEHERMOSO;1
Mujer;>90;ESPAÑOLA;28/05/2008;-;Otra situación;02-A EGB/Graduado Escolar;CHAMBERI;ALMAGRO;1
Mujer;64-73;ESPAÑOLA;06/03/2017;30/12/2022;Trabajando;03-A BUP/Bachillerato;LATINA;LUCERO;1
Mujer;42-51;ESPAÑOLA;12/08/2015;31/05/2022;Desempleado/a;106-N Licenciado Universitario;VILLA DE VALLECAS;CASCO H.VALLECAS;1
Mujer;67-76;ESPAÑOLA;07/06/2018;-;-;05-A COU;CHAMBERI;VALLEHERMOSO;1
Mujer;85-94;ESPAÑOLA;12/06/2008;30/04/2019;-;200-N NS/NC;VILLAVERDE;VILLAVERDE ALTO C.H.;1
Varón;38-47;COLOMBIANA;28/02/2020;-;-;-;HORTALEZA;PINAR DEL REY;1
Varón;50-59;ESPAÑOLA;19/11/2014;-;Trabajando;04-A FP;CIUDAD LINEAL;VENTAS;1
Mujer;43-52;ESPAÑOLA;02/10/2012;-;Desempleado/a;07-A Diplomado Universitario;OTROS;OTROS;1
Mujer;58-67;BRASILEÑA;17/01/2008;-;Trabajando;08-A Licenciado Universitario;SALAMANCA;GUINDALERA;1
Mujer;56-65;NORUEGA;24/11/2008;-;Estudiando;03-A BUP/Bachillerato;HORTALEZA;PALOMAS;1
Varón;61-70;ESPAÑOLA;20/02/2019;-;Desempleado/a;08-A Licenciado Universitario;TETUAN;VALDEACEDERAS;1
Varón;78-87;ESPAÑOLA;20/11/2014;-;Trabajando;200-N NS/NC;CARABANCHEL;SAN ISIDRO;1
Mujer;49-58;VENEZOLANA;26/09/2017;-;Trabajando;03-A BUP/Bachillerato;USERA;ORCASUR;1
Varón;40-49;ESPAÑOLA;04/12/2020;-;Trabajando;08-A Licenciado Universitario;ARGANZUELA;CHOPERA;1
Varón;76-85;ESPAÑOLA;11/11/2014;-;-;200-N NS/NC;ARGANZUELA;IMPERIAL;1
Mujer;67-76;ESPAÑOLA;17/01/2019;-;Jubilado/a;07-A Diplomado Universitario;MORATALAZ;MARROQUINA;1
Varón;50-59;ESPAÑOLA;24/09/2014;08/05/2018;-;200-N NS/NC;VICALVARO;CASCO H.VICALVARO;1
Mujer;47-56;ESPAÑOLA;25/04/2023;-;Otra situación;07-A Diplomado Universitario;TETUAN;VALDEACEDERAS;1
Varón;30-39;ESPAÑOLA;18/02/2021;-;Trabajando;08-A Licenciado Universitario;TETUAN;CASTILLEJOS;1
Mujer;54-63;ESPAÑOLA;05/02/2007;-;Trabajando;08-A Licenciado Universitario;MONCLOA-ARAVACA;CIUDAD UNIVERSITARIA;1
Mujer;47-56;ESPAÑOLA;31/03/2008;-;Trabajando;106-N Licenciado Universitario;OTROS;OTROS;1
Mujer;43-52;ESPAÑOLA;20/08/2008;-;Trabajando;08-A Licenciado Universitario;SAN BLAS - CANILLEJAS;CANILLEJAS;1
Varón;28-37;ESPAÑOLA;17/02/2020;-;Desempleado/a;04-A FP;CIUDAD LINEAL;QUINTANA;1
Mujer;72-81;ESPAÑOLA;26/02/2010;22/03/2023;Jubilado/a;08-A Licenciado Universitario;CENTRO;PALACIO;1
Varón;61-70;ESPAÑOLA;19/10/2009;-;Trabajando;03-A BUP/Bachillerato;SAN BLAS - CANILLEJAS;SIMANCAS;1
Mujer;59-68;ESPAÑOLA;28/01/2014;-;Trabajando;07-A Diplomado Universitario;LATINA;CAMPAMENTO;1
Varón;85-94;ESPAÑOLA;15/06/2016;31/01/2022;-;200-N NS/NC;VICALVARO;VALDERRIVAS;1
Varón;33-42;ESPAÑOLA;29/06/2022;-;Trabajando;-;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;1
Varón;47-56;ESPAÑOLA;17/06/2008;-;Desempleado/a;02-A EGB/Graduado Escolar;OTROS;OTROS;1
Mujer;47-56;ESPAÑOLA;16/04/2007;-;Trabajando;08-A Licenciado Universitario;CIUDAD LINEAL;QUINTANA;1
Mujer;32-41;ESPAÑOLA;11/02/2009;-;Desempleado/a;101-N ESO Educación Secundaria;ARGANZUELA;LEGAZPI;1
Mujer;74-83;ESPAÑOLA;17/03/2011;-;Jubilado/a;03-A BUP/Bachillerato;CENTRO;EMBAJADORES;1
Mujer;30-39;ESPAÑOLA;10/09/2013;-;Estudiando;200-N NS/NC;OTROS;OTROS;1
Varón;55-64;ESPAÑOLA;16/08/2018;-;Trabajando;08-A Licenciado Universitario;SALAMANCA;RECOLETOS;1
Mujer;76-85;ESPAÑOLA;03/07/2014;-;Jubilado/a;200-N NS/NC;RETIRO;PACIFICO;1
Mujer;26-35;ESPAÑOLA;03/04/2014;-;Estudiando;102-N Bachillerato;OTROS;OTROS;1
Mujer;83-92;ESPAÑOLA;29/04/2022;-;-;-;MONCLOA-ARAVACA;ARGUELLES;1
Mujer;29-38;ESPAÑOLA;30/01/2020;-;Trabajando;06-A Módulo Profesional;OTROS;OTROS;1
Mujer;42-51;ESPAÑOLA;08/03/2019;31/08/2020;Trabajando;08-A Licenciado Universitario;CENTRO;UNIVERSIDAD;1
Varón;35-44;ESPAÑOLA;03/02/2023;-;-;08-A Licenciado Universitario;ARGANZUELA;LEGAZPI;1
Mujer;31-40;ESPAÑOLA;13/03/2013;-;Estudiando;106-N Licenciado Universitario;CHAMARTIN;HISPANOAMERICA;1
Mujer;60-69;ESPAÑOLA;19/01/2016;-;-;200-N NS/NC;PUENTE DE VALLECAS;PORTAZGO;1
Mujer;64-73;ESPAÑOLA;26/07/2019;-;Desempleado/a;07-A Diplomado Universitario;HORTALEZA;PIOVERA;1
Varón;20-29;ESPAÑOLA;28/09/2022;-;Estudiando;-;RETIRO;NIÑO JESUS;1
Mujer;21-30;ESPAÑOLA;28/06/2022;-;Estudiando;102-N Bachillerato;OTROS;OTROS;1
Mujer;72-81;ESPAÑOLA;04/09/2014;30/09/2021;Jubilado/a;100-N Educación Primaria;CENTRO;SOL;1
Mujer;37-46;ESPAÑOLA;10/08/2020;-;Desempleado/a;08-A Licenciado Universitario;CENTRO;CORTES;1
Varón;38-47;ESPAÑOLA;06/07/2009;-;Trabajando;106-N Licenciado Universitario;PUENTE DE VALLECAS;SAN DIEGO;1
Mujer;31-40;ESPAÑOLA;01/10/2011;-;Estudiando;106-N Licenciado Universitario;CHAMARTIN;CASTILLA;1
Varón;45-54;ESPAÑOLA;07/09/2011;-;Desempleado/a;04-A FP;USERA;MOSCARDO;1
Varón;23-32;ESPAÑOLA;15/12/2016;-;Estudiando;102-N Bachillerato;OTROS;OTROS;1
Varón;42-51;ESPAÑOLA;19/12/2011;-;-;08-A Licenciado Universitario;CENTRO;EMBAJADORES;1
Mujer;39-48;ESPAÑOLA;08/01/2013;-;Trabajando;200-N NS/NC;MORATALAZ;MEDIA LEGUA;1
Mujer;52-61;ESPAÑOLA;04/03/2022;-;Trabajando;07-A Diplomado Universitario;LATINA;LAS AGUILAS;1
Varón;32-41;ESPAÑOLA;18/09/2008;-;Estudiando;03-A BUP/Bachillerato;CENTRO;PALACIO;1
Varón;65-74;ESPAÑOLA;07/11/2022;-;-;-;CHAMARTIN;PROSPERIDAD;1
Mujer;50-59;ESPAÑOLA;17/01/2013;-;Trabajando;08-A Licenciado Universitario;OTROS;OTROS;1
Mujer;55-64;ESPAÑOLA;01/12/2009;-;Trabajando;08-A Licenciado Universitario;SAN BLAS - CANILLEJAS;ROSAS;1
Mujer;53-62;ESPAÑOLA;23/06/2022;-;Trabajando;08-A Licenciado Universitario;MONCLOA-ARAVACA;CASA DE CAMPO;1
Mujer;74-83;ESPAÑOLA;12/02/2018;-;Jubilado/a;02-A EGB/Graduado Escolar;OTROS;OTROS;1
Mujer;51-60;ESPAÑOLA;25/08/2009;-;Desempleado/a;02-A EGB/Graduado Escolar;CENTRO;PALACIO;1
Mujer;76-85;ESPAÑOLA;01/02/2010;-;Jubilado/a;03-A BUP/Bachillerato;ARGANZUELA;PALOS DE LA FRONTERA;1
Mujer;63-72;ESPAÑOLA;11/08/2021;-;Otra situación;02-A EGB/Graduado Escolar;SAN BLAS - CANILLEJAS;CANILLEJAS;1
Varón;47-56;ESPAÑOLA;13/09/2011;-;-;03-A BUP/Bachillerato;FUENCARRAL-EL PARDO;LA PAZ;1
Mujer;57-66;ESPAÑOLA;05/07/2022;-;-;-;BARAJAS;CASCO H.BARAJAS;1
Mujer;63-72;ESPAÑOLA;02/11/2011;-;-;200-N NS/NC;CHAMARTIN;PROSPERIDAD;1
Varón;55-64;ESPAÑOLA;06/05/2011;-;Trabajando;08-A Licenciado Universitario;CIUDAD LINEAL;QUINTANA;1
Mujer;37-46;ESPAÑOLA;21/01/2009;-;-;101-N ESO Educación Secundaria;CENTRO;UNIVERSIDAD;1
Mujer;32-41;PARAGUAYA;17/09/2020;-;Estudiando;06-A Módulo Profesional;CIUDAD LINEAL;PUEBLO NUEVO;1
Mujer;38-47;ESPAÑOLA;13/03/2008;29/04/2022;Trabajando;04-A FP;VILLA DE VALLECAS;ENSANCHE DE VALLECAS;1
Mujer;62-71;ESPAÑOLA;22/04/2014;31/05/2021;Trabajando;08-A Licenciado Universitario;TETUAN;CUATRO CAMINOS;1
Varón;41-50;ESPAÑOLA;09/03/2009;-;Trabajando;106-N Licenciado Universitario;OTROS;OTROS;1
Varón;55-64;ESPAÑOLA;22/07/2021;-;Trabajando;06-A Módulo Profesional;FUENCARRAL-EL PARDO;VALVERDE;1
Mujer;23-32;ESPAÑOLA;02/09/2019;-;Estudiando;106-N Licenciado Universitario;OTROS;OTROS;1
Mujer;42-51;ESPAÑOLA;01/02/2010;-;Trabajando;103-N Ciclo Formativo Grado Medio;CIUDAD LINEAL;VENTAS;1
Mujer;48-57;ESPAÑOLA;11/05/2017;-;Trabajando;08-A Licenciado Universitario;CENTRO;UNIVERSIDAD;1
Varón;31-40;ESPAÑOLA;15/11/2018;-;Estudiando;106-N Licenciado Universitario;OTROS;OTROS;1
Mujer;33-42;ESPAÑOLA;18/12/2014;-;Trabajando;02-A EGB/Graduado Escolar;OTROS;OTROS;1
Mujer;76-85;ESPAÑOLA;06/06/2019;-;-;-;HORTALEZA;CANILLAS;1
Mujer;65-74;ESPAÑOLA;13/01/2015;31/10/2022;-;200-N NS/NC;VICALVARO;CASCO H.VICALVARO;1
Varón;81-90;ESPAÑOLA;25/09/2014;30/09/2022;Jubilado/a;200-N NS/NC;VICALVARO;CASCO H.VICALVARO;1
Varón;81-90;ESPAÑOLA;21/07/2014;-;Jubilado/a;200-N NS/NC;LATINA;LAS AGUILAS;1
Mujer;42-51;IRLANDESA;11/12/2007;-;Trabajando;106-N Licenciado Universitario;CHAMARTIN;EL VISO;1
Mujer;33-42;ESPAÑOLA;27/01/2021;-;-;-;CIUDAD LINEAL;VENTAS;1
Mujer;>90;ESPAÑOLA;29/12/2011;22/03/2018;Jubilado/a;200-N NS/NC;PUENTE DE VALLECAS;PALOMERAS BAJAS;1
Mujer;37-46;ESPAÑOLA;10/10/2006;29/10/2021;Trabajando;200-N NS/NC;CIUDAD LINEAL;COSTILLARES;1
Mujer;35-44;ESPAÑOLA;17/12/2008;-;-;05-A COU;OTROS;OTROS;1
Mujer;46-55;ESPAÑOLA;12/06/2018;-;Trabajando;-;VILLAVERDE;LOS ROSALES;1
Mujer;45-54;ESPAÑOLA;04/10/2010;-;Trabajando;08-A Licenciado Universitario;SAN BLAS - CANILLEJAS;CANILLEJAS;1
Mujer;42-51;ESPAÑOLA;23/09/2020;-;Trabajando;07-A Diplomado Universitario;CARABANCHEL;BUENAVISTA;1
Varón;74-83;ESPAÑOLA;27/07/2006;-;Desempleado/a;200-N NS/NC;LATINA;ALUCHE;1
Varón;89-98;ESPAÑOLA;10/10/2014;-;Jubilado/a;200-N NS/NC;ARGANZUELA;ACACIAS;1
Mujer;59-68;COLOMBIANA;11/10/2012;-;Desempleado/a;03-A BUP/Bachillerato;LATINA;ALUCHE;1
Varón;72-81;VENEZOLANA;26/01/2022;-;Jubilado/a;08-A Licenciado Universitario;SAN BLAS - CANILLEJAS;REJAS;1
Varón;82-91;ESPAÑOLA;18/05/2009;-;Jubilado/a;200-N NS/NC;CIUDAD LINEAL;VENTAS;1
Mujer;81-90;ESPAÑOLA;04/03/2013;-;Jubilado/a;07-A Diplomado Universitario;MORATALAZ;MARROQUINA;1
Varón;31-40;ESPAÑOLA;21/11/2017;-;Desempleado/a;08-A Licenciado Universitario;RETIRO;ESTRELLA;1
Mujer;81-90;ESPAÑOLA;13/02/2012;30/11/2018;-;200-N NS/NC;MORATALAZ;MARROQUINA;1
Varón;39-48;ESPAÑOLA;25/09/2015;-;Trabajando;08-A Licenciado Universitario;CENTRO;UNIVERSIDAD;1
Varón;37-46;ESPAÑOLA;13/07/2015;-;Trabajando;03-A BUP/Bachillerato;VILLAVERDE;SAN CRISTOBAL;1
Varón;40-49;ESPAÑOLA;31/08/2022;-;Trabajando;08-A Licenciado Universitario;LATINA;LAS AGUILAS;1
Mujer;53-62;ESPAÑOLA;27/05/2021;-;Trabajando;08-A Licenciado Universitario;SAN BLAS - CANILLEJAS;ROSAS;1
Mujer;47-56;RUMANA;07/12/2007;-;Trabajando;03-A BUP/Bachillerato;CENTRO;EMBAJADORES;1
Mujer;73-82;ESPAÑOLA;28/08/2019;-;Jubilado/a;-;OTROS;OTROS;1
Mujer;29-38;ESPAÑOLA;08/05/2018;30/06/2019;Trabajando;102-N Bachillerato;PUENTE DE VALLECAS;NUMANCIA;1
Mujer;58-67;ESPAÑOLA;06/06/2013;-;Desempleado/a;07-A Diplomado Universitario;FUENCARRAL-EL PARDO;EL PILAR;1
Mujer;40-49;GRIEGA;15/02/2023;-;Trabajando;08-A Licenciado Universitario;TETUAN;BERRUGUETE;1
Mujer;32-41;ESPAÑOLA;21/06/2010;30/10/2020;Estudiando;03-A BUP/Bachillerato;CIUDAD LINEAL;PUEBLO NUEVO;1
Varón;26-35;FILIPINA;07/08/2019;-;Trabajando;106-N Licenciado Universitario;TETUAN;BELLAS VISTAS;1
Mujer;28-37;ESPAÑOLA;05/03/2014;-;Estudiando;102-N Bachillerato;CHAMBERI;GAZTAMBIDE;1
Mujer;23-32;ESPAÑOLA;16/11/2016;-;Estudiando;101-N ESO Educación Secundaria;PUENTE DE VALLECAS;NUMANCIA;1
Mujer;27-36;ESPAÑOLA;28/02/2020;-;Estudiando;105-N Diplomado Universitario;CHAMBERI;GAZTAMBIDE;1
Varón;26-35;COLOMBIANA;13/03/2023;-;Desempleado/a;04-A FP;RETIRO;IBIZA;1
Mujer;41-50;ESPAÑOLA;23/10/2007;-;Trabajando;106-N Licenciado Universitario;CHAMBERI;TRAFALGAR;1
Mujer;39-48;ESPAÑOLA;17/05/2016;31/05/2021;Desempleado/a;02-A EGB/Graduado Escolar;RETIRO;PACIFICO;1
Mujer;>90;ESPAÑOLA;04/01/2016;-;Estudiando;200-N NS/NC;OTROS;OTROS;1
Varón;65-74;ESPAÑOLA;05/07/2022;-;Jubilado/a;-;BARAJAS;TIMON;1
Mujer;69-78;ESPAÑOLA;09/09/2004;-;Trabajando;08-A Licenciado Universitario;SALAMANCA;LISTA;1
Varón;26-35;ESPAÑOLA;27/10/2022;-;Otra situación;101-N ESO Educación Secundaria;OTROS;OTROS;1
Mujer;62-71;ESPAÑOLA;11/10/2005;-;Trabajando;08-A Licenciado Universitario;OTROS;OTROS;1
Mujer;49-58;ESPAÑOLA;17/12/2008;-;Trabajando;02-A EGB/Graduado Escolar;OTROS;OTROS;1
Mujer;86-95;ESPAÑOLA;15/10/2021;-;-;-;CHAMBERI;RIOS ROSAS;1
Mujer;83-92;ESPAÑOLA;16/06/2008;30/06/2019;Jubilado/a;200-N NS/NC;VILLAVERDE;SAN CRISTOBAL;1
Varón;>90;ESPAÑOLA;11/02/2010;-;Desempleado/a;200-N NS/NC;CIUDAD LINEAL;PUEBLO NUEVO;1
Varón;61-70;ESPAÑOLA;09/01/2013;-;Trabajando;04-A FP;HORTALEZA;PINAR DEL REY;1
Mujer;78-87;ESPAÑOLA;13/11/2013;-;-;200-N NS/NC;ARGANZUELA;IMPERIAL;1
Varón;80-89;ESPAÑOLA;11/03/2008;-;Jubilado/a;200-N NS/NC;CIUDAD LINEAL;SAN JUAN BAUTISTA;1
Mujer;43-52;COLOMBIANA;14/03/2022;-;Trabajando;-;VILLA DE VALLECAS;CASCO H.VALLECAS;1
Mujer;71-80;ESPAÑOLA;29/05/2013;-;-;200-N NS/NC;VILLAVERDE;LOS ROSALES;2
Varón;60-69;ESPAÑOLA;17/03/2009;-;-;200-N NS/NC;FUENCARRAL-EL PARDO;VALVERDE;1
Mujer;69-78;ESPAÑOLA;17/05/2019;-;Jubilado/a;200-N NS/NC;CARABANCHEL;ABRANTES;1
Mujer;37-46;ESPAÑOLA;26/04/2021;-;Trabajando;08-A Licenciado Universitario;LATINA;PUERTA DEL ANGEL;1
Mujer;28-37;VENEZOLANA;28/02/2020;-;Estudiando;08-A Licenciado Universitario;CIUDAD LINEAL;QUINTANA;1
Varón;41-50;ESPAÑOLA;14/02/2011;-;Desempleado/a;02-A EGB/Graduado Escolar;CARABANCHEL;ABRANTES;1
Mujer;57-66;ESPAÑOLA;16/01/2020;-;Estudiando;03-A BUP/Bachillerato;HORTALEZA;CANILLAS;1
